Var1,Var2,Var3,Var4,Var5
rov trace:,NaN,NaN,NaN,NaN
,0.203,0.022,-0.002,0.216
,0.195,0.013,-0.009,0.209
,0.186,0.006,-0.016,0.202
,0.177,-0.001,-0.023,0.193
,0.168,-0.008,-0.028,0.184
,0.158,-0.013,-0.034,0.174
,0.148,-0.018,-0.039,0.163
,0.137,-0.023,-0.043,0.152
,0.127,-0.026,-0.047,0.14
,0.116,-0.029,-0.05,0.129
,0.106,-0.032,-0.053,0.117
,0.095,-0.034,-0.055,0.105
,0.085,-0.035,-0.057,0.093
,0.075,-0.036,-0.059,0.081
,0.066,-0.036,-0.06,0.07
,0.057,-0.036,-0.061,0.059
,0.048,-0.036,-0.062,0.048
,0.04,-0.035,-0.063,0.038
,0.033,-0.034,-0.063,0.029
,0.026,-0.034,-0.064,0.02
,0.02,-0.033,-0.064,0.012
,0.014,-0.032,-0.064,0.004
,0.009,-0.031,-0.064,-0.002
,0.005,-0.03,-0.065,-0.008
,0.001,-0.029,-0.065,-0.014
,-0.003,-0.029,-0.065,-0.018
,-0.005,-0.029,-0.066,-0.022
,-0.008,-0.029,-0.066,-0.025
,-0.01,-0.029,-0.067,-0.028
,-0.011,-0.029,-0.068,-0.03
,-0.012,-0.03,-0.069,-0.032
,-0.013,-0.031,-0.07,-0.033
,-0.014,-0.032,-0.071,-0.034
,-0.015,-0.034,-0.073,-0.034
,-0.015,-0.035,-0.074,-0.034
,-0.016,-0.037,-0.076,-0.034
,-0.016,-0.039,-0.077,-0.034
,-0.016,-0.041,-0.079,-0.034
,-0.017,-0.043,-0.081,-0.034
,-0.017,-0.045,-0.083,-0.034
,-0.018,-0.047,-0.084,-0.033
,-0.018,-0.049,-0.086,-0.033
,-0.019,-0.051,-0.088,-0.033
,-0.02,-0.053,-0.089,-0.033
,-0.021,-0.055,-0.091,-0.033
,-0.022,-0.057,-0.092,-0.034
,-0.023,-0.058,-0.093,-0.034
,-0.024,-0.06,-0.094,-0.035
,-0.026,-0.061,-0.095,-0.035
,-0.027,-0.062,-0.096,-0.036
,-0.029,-0.063,-0.096,-0.037
,-0.031,-0.063,-0.097,-0.038
,-0.032,-0.064,-0.097,-0.039
,-0.034,-0.064,-0.097,-0.041
,-0.036,-0.064,-0.097,-0.042
,-0.038,-0.064,-0.097,-0.043
,-0.039,-0.064,-0.096,-0.045
,-0.041,-0.063,-0.096,-0.046
,-0.042,-0.062,-0.095,-0.048
,-0.044,-0.062,-0.095,-0.049
,-0.045,-0.061,-0.094,-0.051
,-0.046,-0.06,-0.093,-0.052
,-0.047,-0.059,-0.093,-0.053
,-0.048,-0.057,-0.092,-0.054
,-0.049,-0.056,-0.091,-0.056
,-0.05,-0.055,-0.09,-0.057
,-0.051,-0.054,-0.09,-0.058
,-0.051,-0.052,-0.089,-0.059
,-0.051,-0.051,-0.088,-0.059
,-0.051,-0.05,-0.088,-0.06
,-0.051,-0.049,-0.087,-0.061
,-0.051,-0.048,-0.087,-0.061
,-0.051,-0.047,-0.086,-0.062
,-0.051,-0.046,-0.086,-0.062
,-0.05,-0.045,-0.086,-0.062
,-0.05,-0.044,-0.086,-0.062
,-0.049,-0.044,-0.086,-0.062
,-0.048,-0.044,-0.086,-0.061
,-0.047,-0.044,-0.086,-0.061
,-0.047,-0.043,-0.086,-0.061
,-0.046,-0.044,-0.086,-0.06
,-0.045,-0.044,-0.086,-0.06
,-0.044,-0.044,-0.086,-0.059
,-0.043,-0.044,-0.087,-0.058
,-0.042,-0.045,-0.087,-0.058
,-0.041,-0.046,-0.087,-0.057
,-0.039,-0.046,-0.087,-0.056
,-0.038,-0.047,-0.087,-0.055
,-0.038,-0.047,-0.087,-0.055
,-0.037,-0.048,-0.087,-0.054
,-0.036,-0.049,-0.087,-0.054
,-0.035,-0.049,-0.086,-0.053
,-0.034,-0.05,-0.086,-0.053
,-0.033,-0.05,-0.085,-0.052
,-0.033,-0.051,-0.085,-0.052
,-0.032,-0.051,-0.084,-0.052
,-0.032,-0.051,-0.083,-0.052
,-0.032,-0.051,-0.082,-0.052
,-0.031,-0.051,-0.08,-0.052
,-0.031,-0.051,-0.079,-0.052
,-0.031,-0.05,-0.078,-0.053
,-0.032,-0.05,-0.076,-0.053
,-0.032,-0.049,-0.074,-0.054
,-0.032,-0.048,-0.072,-0.055
,-0.033,-0.047,-0.07,-0.055
,-0.034,-0.046,-0.068,-0.056
,-0.034,-0.045,-0.066,-0.057
,-0.035,-0.044,-0.064,-0.058
,-0.036,-0.043,-0.062,-0.059
,-0.037,-0.042,-0.059,-0.06
,-0.038,-0.04,-0.057,-0.061
,-0.039,-0.039,-0.055,-0.062
,-0.04,-0.038,-0.053,-0.063
,-0.041,-0.036,-0.051,-0.063
,-0.041,-0.035,-0.05,-0.064
,-0.042,-0.034,-0.049,-0.065
,-0.043,-0.033,-0.047,-0.065
,-0.043,-0.031,-0.047,-0.065
,-0.044,-0.03,-0.046,-0.066
,-0.044,-0.03,-0.046,-0.066
,-0.044,-0.029,-0.046,-0.066
,-0.045,-0.028,-0.046,-0.066
,-0.045,-0.028,-0.047,-0.065
,-0.044,-0.027,-0.048,-0.065
,-0.044,-0.027,-0.049,-0.064
,-0.044,-0.027,-0.051,-0.064
,-0.044,-0.027,-0.053,-0.063
,-0.043,-0.027,-0.055,-0.062
,-0.043,-0.027,-0.057,-0.061
,-0.042,-0.027,-0.059,-0.06
,-0.042,-0.028,-0.061,-0.059
,-0.042,-0.028,-0.064,-0.058
,-0.041,-0.028,-0.066,-0.057
,-0.041,-0.029,-0.068,-0.056
,-0.041,-0.029,-0.07,-0.055
,-0.041,-0.03,-0.072,-0.055
,-0.041,-0.03,-0.074,-0.054
,-0.041,-0.031,-0.076,-0.053
,-0.041,-0.031,-0.077,-0.053
,-0.041,-0.032,-0.078,-0.052
,-0.042,-0.032,-0.079,-0.052
,-0.042,-0.032,-0.08,-0.052
,-0.043,-0.032,-0.08,-0.052
,-0.043,-0.032,-0.079,-0.052
,-0.044,-0.032,-0.079,-0.052
,-0.045,-0.032,-0.078,-0.053
,-0.045,-0.032,-0.077,-0.053
,-0.046,-0.031,-0.076,-0.054
,-0.047,-0.031,-0.074,-0.054
,-0.047,-0.031,-0.073,-0.055
,-0.048,-0.03,-0.071,-0.056
,-0.048,-0.029,-0.069,-0.057
,-0.049,-0.029,-0.066,-0.057
,-0.049,-0.028,-0.064,-0.058
,-0.049,-0.028,-0.062,-0.059
,-0.049,-0.027,-0.059,-0.06
,-0.049,-0.026,-0.057,-0.061
,-0.049,-0.026,-0.055,-0.061
,-0.049,-0.026,-0.052,-0.062
,-0.049,-0.025,-0.05,-0.063
,-0.048,-0.025,-0.048,-0.063
,-0.048,-0.025,-0.046,-0.064
,-0.047,-0.024,-0.045,-0.064
,-0.046,-0.024,-0.043,-0.064
,-0.045,-0.024,-0.042,-0.064
,-0.044,-0.025,-0.04,-0.064
,-0.043,-0.025,-0.039,-0.064
,-0.042,-0.025,-0.039,-0.063
,-0.041,-0.025,-0.038,-0.063
,-0.04,-0.025,-0.037,-0.063
,-0.039,-0.026,-0.037,-0.062
,-0.038,-0.026,-0.036,-0.061
,-0.037,-0.026,-0.036,-0.061
,-0.036,-0.027,-0.036,-0.06
,-0.035,-0.027,-0.036,-0.059
,-0.034,-0.027,-0.036,-0.058
,-0.033,-0.027,-0.036,-0.058
,-0.032,-0.027,-0.036,-0.057
,-0.032,-0.027,-0.036,-0.056
,-0.031,-0.027,-0.036,-0.056
,-0.031,-0.027,-0.036,-0.055
,-0.03,-0.027,-0.036,-0.055
,-0.03,-0.026,-0.036,-0.054
,-0.03,-0.026,-0.036,-0.054
,-0.03,-0.025,-0.035,-0.054
,-0.03,-0.024,-0.035,-0.054
,-0.031,-0.023,-0.035,-0.054
,-0.031,-0.023,-0.034,-0.054
,-0.031,-0.022,-0.033,-0.054
,-0.032,-0.021,-0.032,-0.055
,-0.032,-0.02,-0.032,-0.055
,-0.033,-0.019,-0.031,-0.056
,-0.034,-0.018,-0.03,-0.056
,-0.035,-0.017,-0.029,-0.057
,-0.035,-0.016,-0.028,-0.058
,-0.036,-0.015,-0.027,-0.059
,-0.037,-0.014,-0.026,-0.059
,-0.038,-0.013,-0.025,-0.06
,-0.038,-0.012,-0.024,-0.061
,-0.039,-0.011,-0.023,-0.061
,-0.04,-0.01,-0.022,-0.062
,-0.04,-0.01,-0.021,-0.062
,-0.041,-0.009,-0.02,-0.063
,-0.041,-0.009,-0.02,-0.063
,-0.042,-0.008,-0.02,-0.063
,-0.042,-0.008,-0.019,-0.064
,-0.042,-0.008,-0.019,-0.064
,-0.043,-0.008,-0.019,-0.063
,-0.043,-0.008,-0.019,-0.063
,-0.043,-0.009,-0.019,-0.063
,-0.043,-0.009,-0.019,-0.063
,-0.042,-0.009,-0.02,-0.062
,-0.042,-0.01,-0.02,-0.062
,-0.042,-0.011,-0.02,-0.061
,-0.042,-0.011,-0.021,-0.061
,-0.042,-0.012,-0.021,-0.06
,-0.041,-0.013,-0.021,-0.06
,-0.041,-0.013,-0.022,-0.059
,-0.041,-0.014,-0.022,-0.059
,-0.04,-0.015,-0.022,-0.058
,-0.04,-0.015,-0.022,-0.058
,-0.04,-0.016,-0.022,-0.058
,-0.04,-0.017,-0.022,-0.058
,-0.04,-0.017,-0.022,-0.057
,-0.04,-0.017,-0.022,-0.057
,-0.04,-0.018,-0.021,-0.057
,-0.04,-0.018,-0.021,-0.057
,-0.04,-0.018,-0.02,-0.057
,-0.04,-0.018,-0.02,-0.058
,-0.041,-0.018,-0.019,-0.058
,-0.041,-0.018,-0.018,-0.058
,-0.041,-0.017,-0.017,-0.059
,-0.041,-0.017,-0.016,-0.059
,-0.042,-0.016,-0.016,-0.059
,-0.042,-0.016,-0.015,-0.06
,-0.042,-0.015,-0.014,-0.06
,-0.042,-0.015,-0.013,-0.061
,-0.042,-0.014,-0.013,-0.061
,-0.042,-0.013,-0.012,-0.061
,-0.042,-0.012,-0.012,-0.062
,-0.042,-0.012,-0.011,-0.062
,-0.042,-0.011,-0.011,-0.062
,-0.042,-0.01,-0.011,-0.062
,-0.041,-0.01,-0.011,-0.062
,-0.041,-0.009,-0.011,-0.062
,-0.04,-0.009,-0.011,-0.062
,-0.039,-0.008,-0.011,-0.061
,-0.039,-0.008,-0.011,-0.061
,-0.038,-0.007,-0.011,-0.06
,-0.037,-0.007,-0.012,-0.06
,-0.036,-0.007,-0.012,-0.059
,-0.036,-0.006,-0.012,-0.059
,-0.035,-0.006,-0.013,-0.058
,-0.034,-0.006,-0.013,-0.057
,-0.034,-0.006,-0.014,-0.057
,-0.033,-0.006,-0.014,-0.056
,-0.033,-0.006,-0.015,-0.056
,-0.033,-0.006,-0.015,-0.055
,-0.032,-0.006,-0.016,-0.054
,-0.032,-0.006,-0.016,-0.054
,-0.033,-0.006,-0.017,-0.054
,-0.033,-0.006,-0.017,-0.053
,-0.033,-0.006,-0.018,-0.053
,-0.034,-0.006,-0.018,-0.053
,-0.034,-0.006,-0.019,-0.053
,-0.035,-0.006,-0.019,-0.053
,-0.036,-0.006,-0.019,-0.053
,-0.037,-0.006,-0.02,-0.053
,-0.038,-0.006,-0.02,-0.054
,-0.039,-0.006,-0.02,-0.054
,-0.04,-0.006,-0.02,-0.054
,-0.041,-0.006,-0.02,-0.055
,-0.042,-0.006,-0.02,-0.055
,-0.043,-0.005,-0.02,-0.055
,-0.044,-0.005,-0.02,-0.055
,-0.045,-0.005,-0.019,-0.056
,-0.046,-0.004,-0.019,-0.056
,-0.047,-0.004,-0.018,-0.056
,-0.047,-0.003,-0.018,-0.056
,-0.048,-0.003,-0.017,-0.056
,-0.048,-0.002,-0.017,-0.055
,-0.049,-0.002,-0.016,-0.055
,-0.049,-0.001,-0.016,-0.055
,-0.049,-0.001,-0.015,-0.054
,-0.048,0,-0.015,-0.054
,-0.048,0,-0.014,-0.053
,-0.048,0,-0.013,-0.052
,-0.047,0.001,-0.013,-0.052
,-0.047,0.001,-0.013,-0.051
,-0.046,0.001,-0.012,-0.051
,-0.046,0,-0.012,-0.05
,-0.045,0,-0.012,-0.05
,-0.044,0,-0.012,-0.049
,-0.044,-0.001,-0.012,-0.049
,-0.043,-0.001,-0.013,-0.049
,-0.042,-0.002,-0.013,-0.048
,-0.042,-0.003,-0.014,-0.048
,-0.041,-0.003,-0.014,-0.049
,-0.041,-0.004,-0.015,-0.049
,-0.04,-0.005,-0.016,-0.049
,-0.04,-0.006,-0.017,-0.05
,-0.04,-0.007,-0.018,-0.05
,-0.039,-0.007,-0.019,-0.051
,-0.039,-0.008,-0.021,-0.052
,-0.039,-0.009,-0.022,-0.053
,-0.039,-0.009,-0.023,-0.054
,-0.039,-0.01,-0.024,-0.055
,-0.04,-0.01,-0.026,-0.056
,-0.04,-0.01,-0.027,-0.057
,-0.04,-0.01,-0.028,-0.058
,-0.04,-0.01,-0.029,-0.058
,-0.041,-0.01,-0.03,-0.059
,-0.041,-0.01,-0.031,-0.06
,-0.041,-0.009,-0.031,-0.06
,-0.041,-0.009,-0.032,-0.061
,-0.041,-0.008,-0.032,-0.061
,-0.041,-0.007,-0.032,-0.061
,-0.042,-0.006,-0.032,-0.061
,-0.042,-0.005,-0.032,-0.061
,-0.041,-0.004,-0.032,-0.06
,-0.041,-0.003,-0.031,-0.06
,-0.041,-0.002,-0.031,-0.059
,-0.041,0,-0.03,-0.058
,-0.04,0.001,-0.029,-0.057
,-0.04,0.002,-0.028,-0.056
,-0.039,0.003,-0.026,-0.055
,-0.039,0.004,-0.025,-0.053
,-0.038,0.005,-0.024,-0.052
,-0.037,0.005,-0.023,-0.051
,-0.037,0.006,-0.021,-0.049
,-0.036,0.007,-0.02,-0.048
,-0.035,0.007,-0.019,-0.046
,-0.035,0.008,-0.018,-0.045
,-0.034,0.008,-0.017,-0.044
,-0.033,0.008,-0.016,-0.042
,-0.033,0.008,-0.015,-0.041
,-0.032,0.009,-0.014,-0.04
,-0.032,0.009,-0.014,-0.039
,-0.032,0.009,-0.013,-0.039
,-0.031,0.008,-0.013,-0.038
,-0.031,0.008,-0.013,-0.038
,-0.031,0.008,-0.013,-0.037
,-0.031,0.008,-0.013,-0.037
,-0.031,0.008,-0.013,-0.037
,-0.031,0.008,-0.014,-0.037
,-0.031,0.008,-0.014,-0.037
,-0.032,0.008,-0.014,-0.037
,-0.032,0.008,-0.015,-0.038
,-0.032,0.009,-0.015,-0.038
,-0.032,0.009,-0.016,-0.039
,-0.032,0.009,-0.016,-0.039
,-0.033,0.01,-0.017,-0.039
,-0.033,0.01,-0.017,-0.04
,-0.033,0.011,-0.018,-0.04
,-0.033,0.011,-0.018,-0.041
,-0.033,0.012,-0.018,-0.041
,-0.033,0.013,-0.018,-0.041
,-0.033,0.014,-0.018,-0.042
,-0.032,0.015,-0.018,-0.042
,-0.032,0.015,-0.018,-0.042
,-0.031,0.016,-0.018,-0.042
,-0.031,0.017,-0.017,-0.042
,-0.03,0.018,-0.017,-0.041
,-0.029,0.02,-0.016,-0.041
,-0.028,0.021,-0.016,-0.041
,-0.027,0.022,-0.015,-0.04
,-0.026,0.023,-0.014,-0.039
,-0.025,0.024,-0.013,-0.039
,-0.024,0.025,-0.012,-0.038
,-0.022,0.026,-0.011,-0.037
,-0.021,0.027,-0.01,-0.036
,-0.02,0.027,-0.009,-0.036
,-0.018,0.028,-0.008,-0.035
,-0.017,0.029,-0.007,-0.034
,-0.015,0.03,-0.006,-0.033
,-0.014,0.03,-0.005,-0.032
,-0.013,0.031,-0.004,-0.031
,-0.012,0.032,-0.003,-0.03
,-0.01,0.032,-0.002,-0.029
,-0.009,0.033,-0.001,-0.028
,-0.008,0.033,0,-0.027
,-0.007,0.034,0.001,-0.026
,-0.006,0.034,0.002,-0.026
,-0.005,0.035,0.002,-0.025
,-0.004,0.035,0.003,-0.024
,-0.003,0.036,0.004,-0.023
,-0.003,0.036,0.004,-0.023
,-0.002,0.037,0.005,-0.022
,-0.001,0.037,0.005,-0.022
,-0.001,0.038,0.006,-0.022
,0,0.038,0.006,-0.021
,0,0.039,0.006,-0.021
,0.001,0.04,0.007,-0.021
,0.001,0.04,0.007,-0.02
,0.002,0.041,0.007,-0.02
,0.002,0.042,0.007,-0.02
,0.002,0.043,0.007,-0.02
,0.003,0.044,0.007,-0.02
,0.003,0.045,0.008,-0.02
,0.004,0.046,0.008,-0.019
,0.004,0.047,0.008,-0.019
,0.005,0.048,0.008,-0.019
,0.005,0.05,0.009,-0.019
,0.006,0.051,0.009,-0.018
,0.006,0.052,0.009,-0.018
,0.007,0.054,0.01,-0.017
,0.007,0.055,0.011,-0.017
,0.008,0.056,0.011,-0.016
,0.008,0.057,0.012,-0.015
,0.009,0.058,0.013,-0.014
,0.009,0.059,0.014,-0.013
,0.01,0.06,0.014,-0.012
,0.011,0.061,0.015,-0.011
,0.011,0.062,0.016,-0.01
,0.012,0.063,0.017,-0.008
,0.013,0.063,0.018,-0.007
,0.013,0.064,0.019,-0.005
,0.014,0.064,0.019,-0.004
,0.014,0.064,0.02,-0.002
,0.015,0.064,0.02,0
,0.015,0.064,0.021,0.001
,0.016,0.064,0.021,0.003
,0.016,0.063,0.021,0.005
,0.017,0.063,0.021,0.006
,0.017,0.062,0.021,0.008
,0.018,0.062,0.021,0.009
,0.018,0.061,0.021,0.011
,0.018,0.06,0.02,0.012
,0.019,0.06,0.02,0.014
,0.019,0.059,0.019,0.015
,0.019,0.059,0.019,0.016
,0.019,0.058,0.018,0.017
,0.019,0.057,0.018,0.018
,0.019,0.057,0.017,0.019
,0.019,0.057,0.017,0.02
,0.019,0.056,0.017,0.021
,0.019,0.056,0.016,0.022
,0.019,0.056,0.016,0.022
,0.019,0.056,0.016,0.023
,0.019,0.057,0.016,0.024
,0.02,0.057,0.016,0.024
,0.02,0.057,0.016,0.024
,0.02,0.058,0.017,0.025
,0.02,0.058,0.017,0.025
,0.02,0.059,0.018,0.026
,0.02,0.06,0.018,0.026
,0.021,0.061,0.019,0.026
,0.021,0.062,0.02,0.026
,0.021,0.063,0.02,0.027
,0.022,0.063,0.021,0.027
,0.022,0.064,0.022,0.027
,0.023,0.065,0.023,0.027
,0.023,0.066,0.023,0.028
,0.024,0.067,0.024,0.028
,0.024,0.067,0.025,0.028
,0.025,0.068,0.025,0.028
,0.026,0.069,0.026,0.028
,0.026,0.069,0.026,0.028
,0.027,0.069,0.026,0.028
,0.027,0.07,0.027,0.028
,0.028,0.07,0.027,0.028
,0.028,0.07,0.027,0.028
,0.029,0.07,0.027,0.028
,0.03,0.07,0.027,0.028
,0.03,0.07,0.026,0.028
,0.03,0.069,0.026,0.027
,0.031,0.069,0.026,0.027
,0.031,0.069,0.025,0.027
,0.032,0.068,0.025,0.026
,0.032,0.068,0.024,0.026
,0.032,0.067,0.024,0.025
,0.032,0.067,0.023,0.025
,0.033,0.066,0.023,0.024
,0.033,0.065,0.022,0.024
,0.033,0.065,0.021,0.023
,0.033,0.064,0.021,0.023
,0.033,0.064,0.02,0.022
,0.033,0.063,0.019,0.022
,0.033,0.063,0.019,0.022
,0.033,0.062,0.018,0.021
,0.033,0.062,0.017,0.021
,0.033,0.061,0.017,0.021
,0.033,0.061,0.016,0.021
,0.033,0.061,0.015,0.02
,0.033,0.06,0.015,0.02
,0.033,0.06,0.014,0.02
,0.033,0.06,0.013,0.02
,0.033,0.059,0.012,0.02
,0.033,0.059,0.012,0.02
,0.033,0.059,0.011,0.021
,0.033,0.058,0.01,0.021
,0.033,0.058,0.01,0.021
,0.033,0.058,0.009,0.021
,0.033,0.058,0.008,0.021
,0.033,0.057,0.008,0.022
,0.032,0.057,0.007,0.022
,0.032,0.057,0.007,0.022
,0.032,0.056,0.006,0.022
,0.032,0.056,0.006,0.022
,0.031,0.055,0.006,0.023
,0.031,0.055,0.005,0.023
,0.031,0.055,0.005,0.023
,0.03,0.054,0.005,0.023
,0.029,0.054,0.005,0.023
,0.029,0.054,0.005,0.023
,0.028,0.054,0.005,0.023
,0.027,0.053,0.004,0.023
,0.026,0.053,0.004,0.022
,0.026,0.053,0.004,0.022
,0.025,0.053,0.004,0.022
,0.024,0.052,0.004,0.022
,0.022,0.052,0.004,0.021
,0.021,0.052,0.004,0.021
,0.02,0.051,0.004,0.02
,0.019,0.051,0.003,0.02
,0.018,0.051,0.003,0.019
,0.017,0.05,0.003,0.019
,0.015,0.05,0.002,0.018
,0.014,0.049,0.002,0.018
,0.013,0.049,0.001,0.017
,0.012,0.048,0,0.017
,0.01,0.048,0,0.016
,0.009,0.047,-0.001,0.016
,0.008,0.046,-0.002,0.015
,0.007,0.045,-0.003,0.015
,0.006,0.045,-0.004,0.014
,0.005,0.044,-0.005,0.014
,0.004,0.043,-0.007,0.014
,0.003,0.042,-0.008,0.013
,0.002,0.041,-0.009,0.013
,0.001,0.04,-0.01,0.012
,0.001,0.039,-0.012,0.012
,0,0.038,-0.013,0.012
,-0.001,0.037,-0.014,0.011
,-0.001,0.037,-0.015,0.011
,-0.002,0.036,-0.016,0.011
,-0.002,0.035,-0.017,0.01
,-0.003,0.034,-0.018,0.01
,-0.004,0.033,-0.019,0.01
,-0.004,0.033,-0.02,0.01
,-0.005,0.032,-0.021,0.009
,-0.005,0.031,-0.021,0.009
,-0.006,0.031,-0.022,0.009
,-0.007,0.03,-0.022,0.009
,-0.007,0.029,-0.022,0.008
,-0.008,0.029,-0.023,0.008
,-0.009,0.028,-0.023,0.008
,-0.01,0.028,-0.022,0.007
,-0.011,0.027,-0.022,0.007
,-0.012,0.027,-0.022,0.007
,-0.013,0.027,-0.022,0.006
,-0.014,0.026,-0.021,0.006
,-0.015,0.026,-0.021,0.006
,-0.017,0.026,-0.02,0.005
,-0.018,0.026,-0.019,0.005
,-0.019,0.026,-0.019,0.004
,-0.021,0.025,-0.018,0.004
,-0.022,0.025,-0.017,0.004
,-0.024,0.025,-0.017,0.003
,-0.025,0.025,-0.016,0.003
,-0.027,0.025,-0.015,0.002
,-0.029,0.025,-0.015,0.002
,-0.03,0.024,-0.014,0.001
,-0.032,0.024,-0.013,0.001
,-0.033,0.024,-0.013,0
,-0.035,0.024,-0.012,0
,-0.036,0.023,-0.012,-0.001
,-0.038,0.023,-0.012,-0.001
,-0.039,0.023,-0.012,-0.002
,-0.04,0.022,-0.011,-0.002
,-0.042,0.022,-0.011,-0.003
,-0.043,0.021,-0.012,-0.003
,-0.044,0.021,-0.012,-0.003
,-0.045,0.02,-0.012,-0.003
,-0.046,0.02,-0.013,-0.004
,-0.046,0.019,-0.014,-0.004
,-0.047,0.018,-0.014,-0.004
,-0.048,0.018,-0.015,-0.004
,-0.048,0.017,-0.016,-0.004
,-0.049,0.016,-0.017,-0.004
,-0.049,0.015,-0.018,-0.003
,-0.049,0.014,-0.02,-0.003
,-0.05,0.014,-0.021,-0.003
,-0.05,0.013,-0.022,-0.003
,-0.05,0.012,-0.024,-0.003
,-0.05,0.011,-0.025,-0.002
,-0.051,0.01,-0.026,-0.002
,-0.051,0.009,-0.028,-0.002
,-0.051,0.009,-0.029,-0.002
,-0.051,0.008,-0.03,-0.002
,-0.052,0.007,-0.031,-0.001
,-0.052,0.006,-0.032,-0.001
,-0.052,0.006,-0.033,-0.001
,-0.053,0.005,-0.033,-0.001
,-0.053,0.005,-0.034,-0.001
,-0.054,0.004,-0.034,-0.001
,-0.054,0.004,-0.035,-0.001
,-0.054,0.003,-0.035,-0.001
,-0.055,0.003,-0.035,-0.002
,-0.055,0.003,-0.035,-0.002
,-0.056,0.002,-0.034,-0.002
,-0.056,0.002,-0.034,-0.002
,-0.056,0.002,-0.033,-0.002
,-0.057,0.002,-0.032,-0.003
,-0.057,0.001,-0.031,-0.003
,-0.057,0.001,-0.03,-0.003
,-0.057,0.001,-0.029,-0.003
,-0.057,0.001,-0.028,-0.003
,-0.057,0.001,-0.027,-0.003
,-0.057,0,-0.025,-0.003
,-0.058,0,-0.024,-0.003
,-0.058,0,-0.023,-0.003
,-0.058,-0.001,-0.021,-0.003
,-0.058,-0.001,-0.02,-0.003
,-0.058,-0.001,-0.018,-0.003
,-0.059,-0.002,-0.017,-0.002
,-0.059,-0.002,-0.015,-0.002
,-0.06,-0.003,-0.014,-0.002
,-0.06,-0.003,-0.013,-0.001
,-0.061,-0.003,-0.012,-0.001
,-0.062,-0.004,-0.011,0
,-0.063,-0.004,-0.01,0
,-0.064,-0.005,-0.009,0.001
,-0.065,-0.005,-0.009,0.001
,-0.066,-0.006,-0.008,0.002
,-0.067,-0.006,-0.008,0.002
,-0.068,-0.006,-0.008,0.003
,-0.07,-0.007,-0.008,0.003
,-0.071,-0.007,-0.009,0.004
,-0.072,-0.007,-0.009,0.004
,-0.073,-0.007,-0.01,0.005
,-0.074,-0.007,-0.011,0.005
,-0.075,-0.007,-0.012,0.005
,-0.076,-0.007,-0.013,0.006
,-0.077,-0.007,-0.014,0.006
,-0.078,-0.007,-0.015,0.007
,-0.079,-0.007,-0.017,0.007
,-0.079,-0.007,-0.018,0.007
,-0.079,-0.006,-0.019,0.007
,-0.079,-0.006,-0.02,0.008
,-0.079,-0.006,-0.021,0.008
,-0.079,-0.006,-0.022,0.008
,-0.079,-0.005,-0.023,0.008
,-0.079,-0.005,-0.024,0.009
,-0.078,-0.005,-0.024,0.009
,-0.077,-0.005,-0.025,0.009
,-0.077,-0.004,-0.025,0.009
,-0.076,-0.004,-0.025,0.009
,-0.075,-0.004,-0.025,0.009
,-0.074,-0.004,-0.025,0.009
,-0.073,-0.004,-0.025,0.009
,-0.072,-0.004,-0.024,0.009
,-0.072,-0.004,-0.024,0.009
,-0.071,-0.004,-0.023,0.009
,-0.07,-0.004,-0.022,0.009
,-0.069,-0.004,-0.022,0.009
,-0.068,-0.005,-0.021,0.009
,-0.068,-0.005,-0.02,0.009
,-0.067,-0.005,-0.019,0.009
,-0.067,-0.005,-0.019,0.009
,-0.066,-0.005,-0.018,0.009
,-0.066,-0.006,-0.017,0.009
,-0.066,-0.006,-0.016,0.009
,-0.066,-0.006,-0.016,0.009
,-0.066,-0.006,-0.015,0.009
,-0.066,-0.006,-0.015,0.009
,-0.066,-0.006,-0.015,0.009
,-0.066,-0.006,-0.014,0.009
,-0.066,-0.005,-0.014,0.009
,-0.066,-0.005,-0.014,0.009
,-0.066,-0.005,-0.013,0.009
spare3 trace:,NaN,NaN,NaN,NaN
,-0.42,-0.342,-0.383,-0.432
,-0.41,-0.33,-0.372,-0.422
,-0.399,-0.317,-0.361,-0.413
,-0.388,-0.305,-0.349,-0.402
,-0.376,-0.292,-0.337,-0.391
,-0.364,-0.28,-0.325,-0.38
,-0.351,-0.268,-0.313,-0.368
,-0.338,-0.257,-0.301,-0.356
,-0.325,-0.246,-0.288,-0.343
,-0.312,-0.235,-0.276,-0.33
,-0.299,-0.225,-0.264,-0.317
,-0.286,-0.215,-0.251,-0.304
,-0.273,-0.205,-0.239,-0.291
,-0.26,-0.196,-0.227,-0.277
,-0.248,-0.187,-0.216,-0.264
,-0.235,-0.178,-0.204,-0.251
,-0.223,-0.17,-0.193,-0.238
,-0.211,-0.162,-0.182,-0.225
,-0.2,-0.155,-0.172,-0.212
,-0.189,-0.148,-0.162,-0.2
,-0.178,-0.141,-0.152,-0.188
,-0.168,-0.134,-0.142,-0.176
,-0.158,-0.127,-0.133,-0.164
,-0.149,-0.121,-0.124,-0.153
,-0.14,-0.114,-0.116,-0.143
,-0.131,-0.108,-0.108,-0.133
,-0.123,-0.102,-0.1,-0.123
,-0.116,-0.096,-0.092,-0.113
,-0.108,-0.09,-0.085,-0.104
,-0.101,-0.085,-0.078,-0.096
,-0.095,-0.079,-0.072,-0.088
,-0.088,-0.073,-0.065,-0.08
,-0.082,-0.068,-0.059,-0.072
,-0.076,-0.062,-0.053,-0.065
