Var1,Var2,Var3,Var4,Var5,Var6,Var7
rov trace:,NaN,NaN,NaN,NaN,NaN,NaN
,0.028,0.061,0.058,0.028,0.053,0.038
,0.029,0.062,0.057,0.029,0.055,0.039
,0.03,0.063,0.057,0.03,0.056,0.041
,0.03,0.064,0.057,0.03,0.057,0.042
,0.031,0.066,0.057,0.031,0.059,0.043
,0.032,0.067,0.056,0.032,0.06,0.043
,0.032,0.068,0.056,0.032,0.061,0.044
,0.033,0.07,0.056,0.033,0.062,0.044
,0.033,0.072,0.056,0.033,0.063,0.044
,0.034,0.073,0.056,0.034,0.064,0.044
,0.034,0.075,0.056,0.034,0.065,0.044
,0.035,0.077,0.056,0.035,0.066,0.044
,0.035,0.078,0.056,0.035,0.066,0.043
,0.035,0.08,0.056,0.035,0.067,0.043
,0.036,0.082,0.056,0.036,0.067,0.042
,0.036,0.083,0.056,0.036,0.068,0.041
,0.036,0.085,0.056,0.036,0.068,0.041
,0.037,0.087,0.056,0.037,0.068,0.04
,0.037,0.088,0.057,0.037,0.068,0.039
,0.037,0.089,0.057,0.037,0.068,0.038
,0.037,0.09,0.057,0.037,0.068,0.037
,0.037,0.091,0.057,0.037,0.068,0.037
,0.037,0.092,0.057,0.037,0.067,0.036
,0.037,0.093,0.057,0.037,0.067,0.035
,0.037,0.093,0.057,0.037,0.066,0.034
,0.037,0.093,0.057,0.037,0.065,0.034
,0.037,0.093,0.057,0.037,0.065,0.033
,0.037,0.092,0.057,0.037,0.064,0.033
,0.037,0.091,0.057,0.037,0.063,0.032
,0.037,0.09,0.056,0.037,0.062,0.032
,0.037,0.088,0.056,0.037,0.061,0.032
,0.037,0.087,0.056,0.037,0.061,0.032
,0.037,0.085,0.055,0.037,0.06,0.031
,0.037,0.082,0.055,0.037,0.059,0.031
,0.037,0.08,0.054,0.037,0.058,0.031
,0.037,0.077,0.054,0.037,0.057,0.032
,0.037,0.074,0.053,0.037,0.056,0.032
,0.036,0.071,0.053,0.036,0.055,0.032
,0.036,0.067,0.052,0.036,0.054,0.032
,0.036,0.064,0.051,0.036,0.053,0.033
,0.036,0.06,0.051,0.036,0.052,0.033
,0.035,0.057,0.05,0.035,0.051,0.033
,0.035,0.053,0.049,0.035,0.051,0.034
,0.035,0.049,0.048,0.035,0.05,0.034
,0.034,0.046,0.048,0.034,0.049,0.035
,0.034,0.042,0.047,0.034,0.049,0.035
,0.033,0.039,0.046,0.033,0.048,0.035
,0.033,0.035,0.045,0.033,0.047,0.036
,0.032,0.032,0.044,0.032,0.047,0.036
,0.031,0.029,0.043,0.031,0.047,0.037
,0.03,0.026,0.042,0.03,0.046,0.037
,0.03,0.023,0.041,0.03,0.046,0.037
,0.029,0.021,0.04,0.029,0.045,0.037
,0.028,0.019,0.039,0.028,0.045,0.038
,0.027,0.017,0.038,0.027,0.045,0.038
,0.026,0.015,0.037,0.026,0.044,0.038
,0.025,0.013,0.036,0.025,0.044,0.038
,0.023,0.012,0.035,0.023,0.044,0.037
,0.022,0.011,0.033,0.022,0.044,0.037
,0.021,0.01,0.032,0.021,0.043,0.037
,0.02,0.009,0.031,0.02,0.043,0.036
,0.018,0.009,0.029,0.018,0.043,0.036
,0.017,0.008,0.028,0.017,0.042,0.035
,0.015,0.008,0.026,0.015,0.042,0.034
,0.014,0.008,0.025,0.014,0.042,0.033
,0.012,0.008,0.023,0.012,0.041,0.032
,0.01,0.008,0.021,0.01,0.041,0.031
,0.009,0.008,0.02,0.009,0.04,0.03
,0.007,0.009,0.018,0.007,0.04,0.029
,0.005,0.009,0.016,0.005,0.039,0.027
,0.004,0.009,0.014,0.004,0.039,0.026
,0.002,0.009,0.012,0.002,0.038,0.024
,0,0.009,0.011,0,0.037,0.022
,-0.001,0.009,0.009,-0.001,0.036,0.02
,-0.003,0.009,0.007,-0.003,0.036,0.018
,-0.005,0.009,0.005,-0.005,0.035,0.016
,-0.006,0.009,0.003,-0.006,0.034,0.014
,-0.008,0.008,0.001,-0.008,0.033,0.012
,-0.01,0.008,-0.001,-0.01,0.032,0.01
,-0.011,0.007,-0.003,-0.011,0.031,0.008
,-0.013,0.006,-0.005,-0.013,0.03,0.006
,-0.014,0.005,-0.006,-0.014,0.029,0.003
,-0.016,0.004,-0.008,-0.016,0.028,0.001
,-0.018,0.002,-0.01,-0.018,0.027,-0.001
,-0.019,0.001,-0.012,-0.019,0.026,-0.003
,-0.02,-0.001,-0.013,-0.02,0.025,-0.006
,-0.022,-0.002,-0.015,-0.022,0.024,-0.008
,-0.023,-0.004,-0.017,-0.023,0.023,-0.01
,-0.025,-0.006,-0.018,-0.025,0.022,-0.012
,-0.026,-0.009,-0.02,-0.026,0.021,-0.014
,-0.027,-0.011,-0.021,-0.027,0.02,-0.016
,-0.029,-0.013,-0.023,-0.029,0.018,-0.018
,-0.03,-0.015,-0.024,-0.03,0.017,-0.02
,-0.031,-0.018,-0.025,-0.031,0.016,-0.022
,-0.032,-0.02,-0.027,-0.032,0.015,-0.024
,-0.033,-0.022,-0.028,-0.033,0.013,-0.025
,-0.034,-0.025,-0.029,-0.034,0.012,-0.027
,-0.036,-0.027,-0.03,-0.036,0.01,-0.029
,-0.037,-0.029,-0.031,-0.037,0.009,-0.03
,-0.038,-0.031,-0.032,-0.038,0.007,-0.032
,-0.039,-0.033,-0.033,-0.039,0.005,-0.033
,-0.04,-0.035,-0.034,-0.04,0.004,-0.034
,-0.041,-0.037,-0.035,-0.041,0.002,-0.036
,-0.042,-0.039,-0.037,-0.042,0,-0.037
,-0.043,-0.041,-0.038,-0.043,-0.002,-0.038
,-0.045,-0.042,-0.039,-0.045,-0.004,-0.039
,-0.046,-0.044,-0.04,-0.046,-0.006,-0.041
,-0.047,-0.045,-0.041,-0.047,-0.008,-0.042
,-0.048,-0.046,-0.042,-0.048,-0.01,-0.043
,-0.049,-0.047,-0.043,-0.049,-0.012,-0.044
,-0.05,-0.048,-0.044,-0.05,-0.014,-0.045
,-0.052,-0.049,-0.045,-0.052,-0.016,-0.046
,-0.053,-0.05,-0.046,-0.053,-0.018,-0.047
,-0.054,-0.05,-0.047,-0.054,-0.021,-0.048
,-0.056,-0.051,-0.049,-0.056,-0.023,-0.05
,-0.057,-0.052,-0.05,-0.057,-0.025,-0.051
,-0.058,-0.052,-0.051,-0.058,-0.027,-0.052
,-0.059,-0.052,-0.052,-0.059,-0.029,-0.053
,-0.061,-0.053,-0.053,-0.061,-0.031,-0.054
,-0.062,-0.053,-0.054,-0.062,-0.033,-0.055
,-0.063,-0.053,-0.055,-0.063,-0.035,-0.056
,-0.064,-0.053,-0.056,-0.064,-0.037,-0.058
,-0.066,-0.053,-0.057,-0.066,-0.039,-0.059
,-0.067,-0.053,-0.058,-0.067,-0.04,-0.06
,-0.068,-0.053,-0.058,-0.068,-0.042,-0.061
,-0.069,-0.053,-0.059,-0.069,-0.043,-0.062
,-0.07,-0.053,-0.059,-0.07,-0.045,-0.063
,-0.071,-0.053,-0.06,-0.071,-0.046,-0.064
,-0.071,-0.053,-0.06,-0.071,-0.047,-0.065
,-0.072,-0.053,-0.06,-0.072,-0.048,-0.066
,-0.073,-0.053,-0.06,-0.073,-0.048,-0.067
,-0.073,-0.053,-0.06,-0.073,-0.049,-0.068
,-0.074,-0.053,-0.06,-0.074,-0.049,-0.068
,-0.074,-0.052,-0.06,-0.074,-0.049,-0.069
,-0.074,-0.052,-0.059,-0.074,-0.049,-0.069
,-0.074,-0.052,-0.058,-0.074,-0.049,-0.069
,-0.074,-0.051,-0.058,-0.074,-0.049,-0.069
,-0.074,-0.051,-0.057,-0.074,-0.049,-0.069
,-0.074,-0.051,-0.056,-0.074,-0.048,-0.069
,-0.073,-0.05,-0.055,-0.073,-0.047,-0.069
,-0.073,-0.05,-0.053,-0.073,-0.046,-0.068
,-0.072,-0.049,-0.052,-0.072,-0.045,-0.067
,-0.071,-0.048,-0.051,-0.071,-0.044,-0.067
,-0.07,-0.047,-0.05,-0.07,-0.043,-0.065
,-0.07,-0.047,-0.048,-0.07,-0.042,-0.064
,-0.069,-0.046,-0.047,-0.069,-0.04,-0.063
,-0.067,-0.045,-0.046,-0.067,-0.039,-0.062
,-0.066,-0.044,-0.044,-0.066,-0.038,-0.06
,-0.065,-0.043,-0.043,-0.065,-0.036,-0.059
,-0.064,-0.041,-0.042,-0.064,-0.035,-0.057
,-0.063,-0.04,-0.041,-0.063,-0.033,-0.055
,-0.061,-0.039,-0.04,-0.061,-0.032,-0.054
,-0.06,-0.038,-0.039,-0.06,-0.031,-0.052
,-0.059,-0.036,-0.038,-0.059,-0.029,-0.05
,-0.057,-0.035,-0.037,-0.057,-0.028,-0.049
,-0.056,-0.034,-0.036,-0.056,-0.027,-0.047
,-0.055,-0.032,-0.036,-0.055,-0.026,-0.046
,-0.054,-0.031,-0.035,-0.054,-0.026,-0.045
,-0.052,-0.03,-0.035,-0.052,-0.025,-0.043
,-0.051,-0.029,-0.034,-0.051,-0.024,-0.042
,-0.05,-0.027,-0.034,-0.05,-0.024,-0.041
,-0.049,-0.026,-0.034,-0.049,-0.024,-0.04
,-0.048,-0.025,-0.034,-0.048,-0.023,-0.04
,-0.048,-0.024,-0.034,-0.048,-0.023,-0.039
,-0.047,-0.023,-0.034,-0.047,-0.023,-0.039
,-0.046,-0.022,-0.034,-0.046,-0.023,-0.038
,-0.046,-0.021,-0.035,-0.046,-0.024,-0.038
,-0.045,-0.02,-0.035,-0.045,-0.024,-0.038
,-0.045,-0.02,-0.035,-0.045,-0.025,-0.039
,-0.044,-0.019,-0.035,-0.044,-0.025,-0.039
,-0.044,-0.019,-0.036,-0.044,-0.026,-0.039
,-0.044,-0.018,-0.036,-0.044,-0.026,-0.039
,-0.044,-0.018,-0.036,-0.044,-0.027,-0.04
,-0.043,-0.018,-0.037,-0.043,-0.027,-0.04
,-0.043,-0.018,-0.037,-0.043,-0.028,-0.041
,-0.043,-0.018,-0.037,-0.043,-0.029,-0.042
,-0.043,-0.019,-0.038,-0.043,-0.029,-0.042
,-0.043,-0.019,-0.038,-0.043,-0.03,-0.043
,-0.043,-0.019,-0.038,-0.043,-0.03,-0.043
,-0.044,-0.02,-0.038,-0.044,-0.031,-0.044
,-0.044,-0.021,-0.038,-0.044,-0.031,-0.044
,-0.044,-0.021,-0.038,-0.044,-0.032,-0.045
,-0.044,-0.022,-0.038,-0.044,-0.032,-0.045
,-0.044,-0.023,-0.038,-0.044,-0.032,-0.045
,-0.044,-0.024,-0.038,-0.044,-0.032,-0.046
,-0.044,-0.024,-0.038,-0.044,-0.032,-0.046
,-0.044,-0.025,-0.038,-0.044,-0.032,-0.046
,-0.044,-0.026,-0.038,-0.044,-0.032,-0.046
,-0.044,-0.027,-0.038,-0.044,-0.032,-0.046
,-0.044,-0.028,-0.037,-0.044,-0.032,-0.045
,-0.044,-0.029,-0.037,-0.044,-0.032,-0.045
,-0.043,-0.03,-0.037,-0.043,-0.031,-0.045
,-0.043,-0.03,-0.037,-0.043,-0.031,-0.044
,-0.043,-0.031,-0.037,-0.043,-0.03,-0.044
,-0.043,-0.032,-0.037,-0.043,-0.03,-0.044
,-0.043,-0.033,-0.037,-0.043,-0.029,-0.043
,-0.042,-0.033,-0.037,-0.042,-0.029,-0.043
,-0.042,-0.034,-0.037,-0.042,-0.028,-0.042
,-0.042,-0.034,-0.037,-0.042,-0.028,-0.042
,-0.042,-0.035,-0.038,-0.042,-0.027,-0.041
,-0.041,-0.035,-0.038,-0.041,-0.027,-0.041
,-0.041,-0.036,-0.038,-0.041,-0.026,-0.041
,-0.041,-0.036,-0.039,-0.041,-0.026,-0.04
,-0.041,-0.037,-0.039,-0.041,-0.025,-0.04
,-0.041,-0.037,-0.039,-0.041,-0.025,-0.04
,-0.041,-0.037,-0.04,-0.041,-0.025,-0.04
,-0.041,-0.038,-0.04,-0.041,-0.025,-0.04
,-0.041,-0.038,-0.041,-0.041,-0.024,-0.041
,-0.041,-0.038,-0.041,-0.041,-0.024,-0.041
,-0.041,-0.038,-0.042,-0.041,-0.024,-0.042
,-0.041,-0.039,-0.043,-0.041,-0.025,-0.042
,-0.041,-0.039,-0.043,-0.041,-0.025,-0.043
,-0.041,-0.039,-0.044,-0.041,-0.025,-0.043
,-0.042,-0.039,-0.044,-0.042,-0.025,-0.044
,-0.042,-0.039,-0.045,-0.042,-0.026,-0.045
,-0.043,-0.039,-0.045,-0.043,-0.026,-0.046
,-0.043,-0.039,-0.046,-0.043,-0.027,-0.047
,-0.044,-0.039,-0.046,-0.044,-0.028,-0.048
,-0.045,-0.039,-0.047,-0.045,-0.028,-0.049
,-0.045,-0.039,-0.047,-0.045,-0.029,-0.05
,-0.046,-0.039,-0.048,-0.046,-0.03,-0.05
,-0.047,-0.039,-0.048,-0.047,-0.031,-0.051
,-0.048,-0.039,-0.048,-0.048,-0.032,-0.052
,-0.049,-0.039,-0.048,-0.049,-0.033,-0.052
,-0.049,-0.038,-0.049,-0.049,-0.034,-0.053
,-0.05,-0.038,-0.049,-0.05,-0.035,-0.053
,-0.051,-0.038,-0.049,-0.051,-0.036,-0.054
,-0.052,-0.037,-0.049,-0.052,-0.037,-0.054
,-0.053,-0.037,-0.049,-0.053,-0.038,-0.054
,-0.054,-0.036,-0.049,-0.054,-0.039,-0.054
,-0.055,-0.036,-0.049,-0.055,-0.04,-0.054
,-0.056,-0.035,-0.049,-0.056,-0.041,-0.053
,-0.056,-0.034,-0.049,-0.056,-0.042,-0.053
,-0.057,-0.034,-0.049,-0.057,-0.043,-0.053
,-0.058,-0.033,-0.049,-0.058,-0.043,-0.052
,-0.058,-0.033,-0.049,-0.058,-0.044,-0.052
,-0.059,-0.032,-0.049,-0.059,-0.045,-0.051
,-0.059,-0.032,-0.049,-0.059,-0.046,-0.051
,-0.06,-0.032,-0.049,-0.06,-0.046,-0.05
,-0.06,-0.032,-0.049,-0.06,-0.047,-0.05
,-0.06,-0.032,-0.05,-0.06,-0.047,-0.049
,-0.061,-0.032,-0.05,-0.061,-0.048,-0.049
,-0.061,-0.032,-0.05,-0.061,-0.048,-0.048
,-0.061,-0.032,-0.05,-0.061,-0.049,-0.048
,-0.061,-0.033,-0.05,-0.061,-0.049,-0.047
,-0.061,-0.033,-0.05,-0.061,-0.049,-0.047
,-0.061,-0.034,-0.05,-0.061,-0.049,-0.047
,-0.061,-0.035,-0.051,-0.061,-0.05,-0.047
,-0.061,-0.036,-0.051,-0.061,-0.05,-0.047
,-0.061,-0.038,-0.051,-0.061,-0.05,-0.046
,-0.061,-0.039,-0.051,-0.061,-0.05,-0.046
,-0.061,-0.041,-0.052,-0.061,-0.05,-0.046
,-0.061,-0.042,-0.052,-0.061,-0.05,-0.046
,-0.061,-0.044,-0.052,-0.061,-0.05,-0.047
,-0.061,-0.046,-0.052,-0.061,-0.05,-0.047
,-0.061,-0.048,-0.052,-0.061,-0.049,-0.047
,-0.061,-0.05,-0.052,-0.061,-0.049,-0.047
,-0.061,-0.052,-0.052,-0.061,-0.049,-0.047
,-0.061,-0.054,-0.052,-0.061,-0.049,-0.047
,-0.061,-0.056,-0.052,-0.061,-0.049,-0.047
,-0.062,-0.058,-0.052,-0.062,-0.049,-0.047
,-0.062,-0.059,-0.052,-0.062,-0.048,-0.048
,-0.062,-0.061,-0.051,-0.062,-0.048,-0.048
,-0.063,-0.063,-0.051,-0.063,-0.048,-0.048
,-0.063,-0.064,-0.051,-0.063,-0.048,-0.048
,-0.064,-0.065,-0.05,-0.064,-0.048,-0.049
,-0.064,-0.067,-0.05,-0.064,-0.047,-0.049
,-0.065,-0.067,-0.049,-0.065,-0.047,-0.05
,-0.065,-0.068,-0.048,-0.065,-0.047,-0.05
,-0.066,-0.069,-0.048,-0.066,-0.047,-0.051
,-0.066,-0.069,-0.047,-0.066,-0.047,-0.052
,-0.067,-0.069,-0.046,-0.067,-0.046,-0.053
,-0.067,-0.069,-0.045,-0.067,-0.046,-0.054
,-0.068,-0.069,-0.044,-0.068,-0.046,-0.055
,-0.068,-0.068,-0.044,-0.068,-0.046,-0.056
,-0.068,-0.068,-0.043,-0.068,-0.045,-0.057
,-0.068,-0.067,-0.042,-0.068,-0.045,-0.059
,-0.068,-0.066,-0.041,-0.068,-0.045,-0.06
,-0.068,-0.064,-0.041,-0.068,-0.045,-0.062
,-0.068,-0.063,-0.04,-0.068,-0.045,-0.064
,-0.068,-0.062,-0.039,-0.068,-0.044,-0.066
,-0.068,-0.06,-0.039,-0.068,-0.044,-0.068
,-0.067,-0.058,-0.038,-0.067,-0.044,-0.07
,-0.067,-0.057,-0.038,-0.067,-0.044,-0.072
,-0.066,-0.055,-0.038,-0.066,-0.044,-0.074
,-0.066,-0.053,-0.037,-0.066,-0.043,-0.076
,-0.065,-0.052,-0.037,-0.065,-0.043,-0.078
,-0.064,-0.05,-0.037,-0.064,-0.043,-0.08
,-0.063,-0.048,-0.037,-0.063,-0.043,-0.081
,-0.062,-0.047,-0.037,-0.062,-0.043,-0.083
,-0.061,-0.045,-0.038,-0.061,-0.042,-0.085
,-0.059,-0.044,-0.038,-0.059,-0.042,-0.087
,-0.058,-0.042,-0.038,-0.058,-0.042,-0.088
,-0.057,-0.041,-0.039,-0.057,-0.042,-0.089
,-0.056,-0.04,-0.039,-0.056,-0.042,-0.09
,-0.054,-0.039,-0.04,-0.054,-0.041,-0.091
,-0.053,-0.038,-0.041,-0.053,-0.041,-0.092
,-0.052,-0.037,-0.041,-0.052,-0.041,-0.092
,-0.05,-0.036,-0.042,-0.05,-0.041,-0.092
,-0.049,-0.035,-0.043,-0.049,-0.041,-0.092
,-0.048,-0.035,-0.044,-0.048,-0.04,-0.092
,-0.047,-0.034,-0.045,-0.047,-0.04,-0.091
,-0.046,-0.034,-0.045,-0.046,-0.04,-0.09
,-0.045,-0.033,-0.046,-0.045,-0.04,-0.089
,-0.044,-0.033,-0.047,-0.044,-0.039,-0.088
,-0.044,-0.033,-0.048,-0.044,-0.039,-0.087
,-0.043,-0.033,-0.049,-0.043,-0.039,-0.085
,-0.043,-0.032,-0.049,-0.043,-0.038,-0.084
,-0.042,-0.032,-0.05,-0.042,-0.038,-0.082
,-0.042,-0.032,-0.051,-0.042,-0.038,-0.08
,-0.042,-0.032,-0.051,-0.042,-0.037,-0.078
,-0.042,-0.032,-0.051,-0.042,-0.037,-0.076
,-0.043,-0.031,-0.052,-0.043,-0.036,-0.074
,-0.043,-0.031,-0.052,-0.043,-0.036,-0.071
,-0.044,-0.031,-0.052,-0.044,-0.035,-0.069
,-0.044,-0.03,-0.052,-0.044,-0.035,-0.067
,-0.045,-0.03,-0.052,-0.045,-0.034,-0.064
,-0.046,-0.029,-0.052,-0.046,-0.034,-0.062
,-0.047,-0.029,-0.052,-0.047,-0.033,-0.06
,-0.048,-0.028,-0.051,-0.048,-0.032,-0.058
,-0.049,-0.028,-0.051,-0.049,-0.032,-0.056
,-0.05,-0.027,-0.05,-0.05,-0.031,-0.054
,-0.052,-0.026,-0.049,-0.052,-0.031,-0.052
,-0.053,-0.026,-0.048,-0.053,-0.03,-0.05
,-0.054,-0.025,-0.047,-0.054,-0.029,-0.048
,-0.056,-0.024,-0.046,-0.056,-0.029,-0.047
,-0.057,-0.023,-0.045,-0.057,-0.028,-0.046
,-0.058,-0.022,-0.044,-0.058,-0.027,-0.044
,-0.059,-0.021,-0.042,-0.059,-0.027,-0.043
,-0.06,-0.021,-0.041,-0.06,-0.026,-0.042
,-0.061,-0.02,-0.039,-0.061,-0.025,-0.042
,-0.062,-0.019,-0.038,-0.062,-0.025,-0.041
,-0.063,-0.018,-0.036,-0.063,-0.024,-0.041
,-0.063,-0.018,-0.034,-0.063,-0.023,-0.041
,-0.063,-0.017,-0.033,-0.063,-0.022,-0.041
,-0.063,-0.016,-0.031,-0.063,-0.021,-0.041
,-0.063,-0.016,-0.029,-0.063,-0.021,-0.042
,-0.063,-0.015,-0.027,-0.063,-0.02,-0.042
,-0.062,-0.015,-0.026,-0.062,-0.019,-0.043
,-0.061,-0.015,-0.024,-0.061,-0.018,-0.044
,-0.06,-0.014,-0.022,-0.06,-0.017,-0.045
,-0.059,-0.014,-0.021,-0.059,-0.016,-0.047
,-0.058,-0.014,-0.019,-0.058,-0.015,-0.048
,-0.056,-0.014,-0.018,-0.056,-0.015,-0.049
,-0.054,-0.014,-0.016,-0.054,-0.014,-0.051
,-0.053,-0.014,-0.015,-0.053,-0.013,-0.053
,-0.05,-0.014,-0.014,-0.05,-0.012,-0.054
,-0.048,-0.014,-0.013,-0.048,-0.011,-0.056
,-0.046,-0.015,-0.012,-0.046,-0.011,-0.058
,-0.043,-0.015,-0.011,-0.043,-0.01,-0.06
,-0.041,-0.015,-0.011,-0.041,-0.01,-0.062
,-0.038,-0.015,-0.01,-0.038,-0.01,-0.063
,-0.036,-0.015,-0.01,-0.036,-0.009,-0.065
,-0.033,-0.015,-0.009,-0.033,-0.009,-0.067
,-0.031,-0.015,-0.009,-0.031,-0.009,-0.068
,-0.028,-0.015,-0.009,-0.028,-0.01,-0.07
,-0.026,-0.015,-0.009,-0.026,-0.01,-0.071
,-0.024,-0.015,-0.009,-0.024,-0.011,-0.073
,-0.022,-0.015,-0.009,-0.022,-0.011,-0.074
,-0.02,-0.015,-0.009,-0.02,-0.012,-0.075
,-0.018,-0.015,-0.009,-0.018,-0.013,-0.076
,-0.016,-0.014,-0.009,-0.016,-0.014,-0.077
,-0.015,-0.014,-0.01,-0.015,-0.016,-0.078
,-0.013,-0.013,-0.01,-0.013,-0.017,-0.078
,-0.012,-0.013,-0.01,-0.012,-0.018,-0.078
,-0.011,-0.013,-0.011,-0.011,-0.02,-0.079
,-0.011,-0.012,-0.011,-0.011,-0.022,-0.079
,-0.011,-0.011,-0.011,-0.011,-0.024,-0.079
,-0.01,-0.011,-0.012,-0.01,-0.025,-0.078
,-0.01,-0.01,-0.012,-0.01,-0.027,-0.078
,-0.011,-0.01,-0.012,-0.011,-0.029,-0.078
,-0.011,-0.009,-0.013,-0.011,-0.031,-0.077
,-0.012,-0.009,-0.013,-0.012,-0.033,-0.077
,-0.013,-0.008,-0.013,-0.013,-0.034,-0.076
,-0.014,-0.008,-0.013,-0.014,-0.036,-0.075
,-0.015,-0.007,-0.013,-0.015,-0.037,-0.074
,-0.016,-0.007,-0.013,-0.016,-0.039,-0.073
,-0.018,-0.006,-0.013,-0.018,-0.04,-0.072
,-0.019,-0.006,-0.013,-0.019,-0.041,-0.071
,-0.021,-0.006,-0.013,-0.021,-0.042,-0.07
,-0.023,-0.006,-0.013,-0.023,-0.043,-0.069
,-0.024,-0.006,-0.012,-0.024,-0.044,-0.068
,-0.026,-0.006,-0.012,-0.026,-0.044,-0.066
,-0.028,-0.006,-0.011,-0.028,-0.044,-0.065
,-0.029,-0.006,-0.011,-0.029,-0.044,-0.064
,-0.031,-0.006,-0.01,-0.031,-0.044,-0.063
,-0.032,-0.006,-0.01,-0.032,-0.044,-0.062
,-0.033,-0.006,-0.009,-0.033,-0.043,-0.061
,-0.035,-0.006,-0.009,-0.035,-0.043,-0.06
,-0.036,-0.006,-0.008,-0.036,-0.042,-0.06
,-0.037,-0.006,-0.007,-0.037,-0.041,-0.059
,-0.037,-0.006,-0.006,-0.037,-0.039,-0.058
,-0.038,-0.006,-0.005,-0.038,-0.038,-0.058
,-0.039,-0.006,-0.005,-0.039,-0.036,-0.057
,-0.039,-0.006,-0.004,-0.039,-0.035,-0.057
,-0.039,-0.006,-0.003,-0.039,-0.033,-0.057
,-0.039,-0.006,-0.002,-0.039,-0.031,-0.056
,-0.039,-0.006,-0.001,-0.039,-0.029,-0.056
,-0.039,-0.006,-0.001,-0.039,-0.027,-0.056
,-0.039,-0.005,0,-0.039,-0.026,-0.057
,-0.038,-0.005,0.001,-0.038,-0.024,-0.057
,-0.038,-0.005,0.001,-0.038,-0.022,-0.057
,-0.037,-0.004,0.002,-0.037,-0.02,-0.057
,-0.036,-0.004,0.003,-0.036,-0.018,-0.058
,-0.035,-0.003,0.003,-0.035,-0.016,-0.058
,-0.035,-0.002,0.003,-0.035,-0.015,-0.059
,-0.034,-0.002,0.004,-0.034,-0.013,-0.059
,-0.033,-0.001,0.004,-0.033,-0.012,-0.06
,-0.032,0,0.004,-0.032,-0.011,-0.06
,-0.031,0,0.005,-0.031,-0.009,-0.061
,-0.03,0.001,0.005,-0.03,-0.008,-0.061
,-0.029,0.002,0.005,-0.029,-0.007,-0.062
,-0.028,0.002,0.005,-0.028,-0.007,-0.062
,-0.027,0.003,0.005,-0.027,-0.006,-0.063
,-0.026,0.004,0.005,-0.026,-0.006,-0.063
,-0.025,0.004,0.004,-0.025,-0.005,-0.064
,-0.025,0.005,0.004,-0.025,-0.005,-0.064
,-0.024,0.005,0.004,-0.024,-0.005,-0.065
,-0.024,0.006,0.003,-0.024,-0.005,-0.065
,-0.023,0.006,0.003,-0.023,-0.005,-0.065
,-0.023,0.006,0.003,-0.023,-0.005,-0.065
,-0.023,0.007,0.002,-0.023,-0.005,-0.066
,-0.022,0.007,0.001,-0.022,-0.006,-0.066
,-0.022,0.007,0.001,-0.022,-0.006,-0.066
,-0.022,0.007,0,-0.022,-0.007,-0.066
,-0.022,0.007,0,-0.022,-0.007,-0.066
,-0.022,0.007,-0.001,-0.022,-0.007,-0.066
,-0.022,0.007,-0.002,-0.022,-0.008,-0.066
,-0.022,0.007,-0.002,-0.022,-0.008,-0.066
,-0.022,0.007,-0.003,-0.022,-0.009,-0.066
,-0.022,0.007,-0.003,-0.022,-0.009,-0.066
,-0.022,0.006,-0.004,-0.022,-0.01,-0.065
,-0.022,0.006,-0.004,-0.022,-0.01,-0.065
,-0.022,0.006,-0.005,-0.022,-0.01,-0.065
,-0.021,0.006,-0.005,-0.021,-0.01,-0.065
,-0.021,0.005,-0.005,-0.021,-0.011,-0.065
,-0.021,0.005,-0.006,-0.021,-0.011,-0.065
,-0.02,0.005,-0.006,-0.02,-0.011,-0.064
,-0.02,0.005,-0.006,-0.02,-0.011,-0.064
,-0.019,0.005,-0.005,-0.019,-0.01,-0.064
,-0.018,0.005,-0.005,-0.018,-0.01,-0.064
,-0.018,0.005,-0.005,-0.018,-0.01,-0.064
,-0.017,0.005,-0.004,-0.017,-0.009,-0.064
,-0.016,0.005,-0.004,-0.016,-0.009,-0.064
,-0.014,0.005,-0.003,-0.014,-0.008,-0.064
,-0.013,0.005,-0.002,-0.013,-0.008,-0.065
,-0.012,0.005,-0.001,-0.012,-0.007,-0.065
,-0.01,0.006,0,-0.01,-0.006,-0.065
,-0.009,0.006,0.001,-0.009,-0.005,-0.065
,-0.007,0.007,0.002,-0.007,-0.005,-0.066
,-0.006,0.007,0.004,-0.006,-0.004,-0.066
,-0.004,0.008,0.005,-0.004,-0.003,-0.067
,-0.002,0.008,0.006,-0.002,-0.002,-0.067
,-0.001,0.009,0.008,-0.001,-0.001,-0.068
,0.001,0.009,0.009,0.001,0,-0.068
,0.003,0.01,0.011,0.003,0,-0.069
,0.004,0.01,0.012,0.004,0.001,-0.07
,0.006,0.011,0.014,0.006,0.002,-0.07
,0.007,0.011,0.015,0.007,0.003,-0.071
,0.009,0.012,0.016,0.009,0.004,-0.071
,0.01,0.012,0.018,0.01,0.004,-0.072
,0.011,0.012,0.019,0.011,0.005,-0.073
,0.012,0.013,0.02,0.012,0.006,-0.073
,0.013,0.013,0.021,0.013,0.006,-0.074
,0.014,0.013,0.022,0.014,0.007,-0.074
,0.015,0.013,0.023,0.015,0.007,-0.075
,0.015,0.013,0.023,0.015,0.008,-0.075
,0.016,0.013,0.024,0.016,0.008,-0.075
,0.016,0.013,0.024,0.016,0.008,-0.076
,0.016,0.013,0.025,0.016,0.009,-0.076
,0.016,0.013,0.025,0.016,0.009,-0.076
